node_1,node_2,edge
renuka vyavahare,gunjan saxena: the kargil girl,The critic Renuka Vyavahare praised the film in her review.
geetika mantri,gunjan saxena: the kargil girl,Geetika Mantri gave the movie a favorable rating and opinion.
anna m.m. vetticad,gunjan saxena: the kargil girl,The reviewer Anna M.M. Vetticad appreciated the film and deemed it a captivating biography.
the times of india,gunjan saxena: the kargil girl,Renuka Vyavahare's affiliation with this publication was mentioned in her piece about the movie.
the news minute,gunjan saxena: the kargil girl,Geetika Mantri is a part of this media outlet and reviewed the film.
gunjan saxena,impressive watch,Gunjan Saxena seals a place in our hearts
gunjan saxena,emotional scenes,"The real, steady moments where the film shines are in the emotional scenes, stripped of melodrama."
gunjan saxena,contribution to the kargil war,"The Kargil Girl is named as cleverly as it is written. The film is first about Gunjan Saxena’s journey, and then about her contribution to the Kargil War"
gunjan saxena,misogyny,Highlights misogyny that triggers feelings of angst
gunjan saxena,touching tale,A heroine we can cheer without resorting to a blood-curdling war cry
gunjan saxena,restraint,An intensely emotional tale told with restraint
gunjan saxena: the kargil girl,a rating of 3.5/5.,"The film, Gunjan Saxena: The Kargil Girl, received a rating of 3.5 out of 5."
gunjan saxena: the kargil girl,pankaj tripathi,Pankaj Tripathi played the role of a feminist father in Gunjan Saxena: The Kargil Girl.
gunjan saxena: the kargil girl,aishwarya vasudevan,"Aishwarya Vasudevan, a critic from Dna India, gave the film Gunjan Saxena: The Kargil Girl a rating of 3 out of 5."
gunjan saxena: the kargil girl,janhvi kapoor,Janhvi Kapoor played the lead role in Gunjan Saxena: The Kargil Girl.
gunjan saxena: the kargil girl,family audience,"The Hindustan Times praised the film Gunjan Saxena: The Kargil Girl as a refreshing change of pace for war films in India, which have forever been defined by whatever JP Dutta does. It further mentioned that this film would touch a chord especially with family audience."
janhvi kapoor,ghost stories,"Janhvi Kapoor gave an excellent performance in her small part in Ghost Stories, as mentioned by Shubhra Gupta of The Indian Express."
janhvi kapoor,female war hero of india,The Indian Express wrote that Janhvi Kapoor played the role of a female war hero of India in Gunjan Saxena: The Kargil Girl.
janhvi kapoor,performance-wise work-in-progress,"Shubhra Gupta of The Indian Express mentioned that Janhvi Kapoor, in her review of Gunjan Saxena: The Kargil Girl, was still clearly a work-in-progress when it came to performance-wise."
gunjan saxena: the kargil girl,ordinariness and familiar storytelling,"Kennith Rosario of The Hindu praised the film Gunjan Saxena: The Kargil Girl by stating that narrated in a tried-and-tested three-act structure, it made ordinariness and familiar storytelling its strengths."
pankaj tripathi,feminist father,"In Gunjan Saxena: The Kargil Girl, Pankaj Tripathi played the role of a feminist father."
