node_1,node_2,edge
kurtzman,mummy,"Universal then paired Kurtzman with Chris Morgan to oversee a new shared universe featuring the Universal Monsters in April 2014. Days later, Kurtzman was in final talks to helm the film."
mummy,dark universe,"In April 2014, Orci would depart from his producing duties in order to focus on directing the third Star Trek film, while Kurtzman would continue developing The Mummy. This decision by Orci led to Universal pairing Kurtzman with Chris Morgan to oversee a new shared universe featuring the Universal Monsters in April 2014. A new release date of June 24, 2016 was given at month's end, but the film was pushed to March 24, 2017 due to delays."
mummy,jenny lumet,"Another delay resulted in the film being pushed to March 24, 2017. The writer strove to humanize the antagonist and not have them be 'evil for the sake of evil' or 'not pining away for some lost love'. Jenny Lumet, known for Rachel Getting Married, was brought in for further rewrites. She chose to turn the titular character from a man to a woman without notifying the studio beforehand."
tom cruise,title character,"Tom Cruise began talks about playing the lead in November 2015. Cruise, who was paid between $11–13 million for his involvement, was expected to hold a degree of power during development."
sofia boutella,title character,Sofia Boutella entered negotiations that December to portray the title character. Kurtzman cast Boutella after seeing and being impressed by her largely mute performance in Kingsman: The Secret Service.
tom cruise,javier bardem,"Tom Hardy was the first actor courted to play Dr. Jekyll and Mr. Hyde, but talks fell apart."
javier bardem,russell crowe,"The studio would turn to Javier Bardem, but no deal would be reached."
annabelle wallis,co-lead,Annabelle Wallis was cast as a co-lead
jake johnson,supporting role,"Jake Johnson, were cast in supporting roles."
marwan kenzari,supporting role,"Jake Johnson, were cast in supporting roles."
courtney b. vance,supporting role,"Jake Johnson, were cast in supporting roles."
russell crowe,dr. jekyll and mr. hyde,Crowe was cast in the role in May 2016.
principal photography,pinewood studios,was also used for production
principal photography,shepperton studios,was also used for production
production,namibia,moved to for two weeks
film production,the vomit comet,made use of for simulation purposes
crew members,64 takes,became sick to their stomachs during the filming process
cruise,the mummy,"During production, Cruise wielded 'nearly complete creative oversight' on the film. The Mummy refers to a specific movie being produced."
cruise,real director,Cruise felt like the 'real director' of The Mummy by handling the action sequences and 'micro-managing' the overall project when Kurtzman struggled to handle the scope of the film.
boutella,subsided role,"The new writers also implemented a plot point which involved the protagonist becoming possessed, subsiding Boutella's role whilst bringing Cruise to the forefront."
mcquarrie,enlisted,"Christopher McQuarrie and Dylan Kussman were enlisted, along with one or two other writers, to help transform the screenplay into a full-fledged Tom Cruise-vehicle;"
kurtzman,struggled to handle the scope of the film,Cruise was said to have felt like the 'real director' of The Mummy by handling the action sequences and 'micro-managing' the overall project when Kurtzman struggled to handle the scope of the film.
bride of frankenstein reboot,writing the bride of frankenstein reboot at the time,"David Koepp, who was writing the Bride of Frankenstein reboot at the time, were awarded screenplay credit,"
kurtzman,the mummy,"In a 2019 interview, Kurtzman shared that 'The Mummy wasn't what I wanted it to be.' and he is no longer involved in the project. He further mentioned that although it felt painful at the time, now he considers it as an 'incredible blessing'."
erik nash,the mummy,Nash was the film's visual effects supervisor.
mpc,the mummy,"MPC was the top contractor for the movie's visual effects, with over 1,000 effects plates."
industrial light & magic,the mummy,Industrial Light & Magic contributed to key sequences of the movie.
dneg,the mummy,DNEG also contributed to key sequences of the movie.
brian tyler,the mummy,"Tyler started working on the music for the movie early and recorded with an 84-piece orchestra and a 32-voice choir at London's Abbey Road. He ultimately wrote and recorded over two hours of music, which was longer than the film itself."
