node_1,node_2,edge
jennifer coolidge,"easy, demented class","Coolidge and Fred Willard added some easy, demented class to the film."
mick lasalle,opinion,LaSalle thought 'only a complete idiot could think Epic Movie is remotely funny or worth making at all'.
alex chun,description,Chun described the film as 'nothing more than a disjointed'''
perpetrators,filmmakers,"In the Los Angeles Times, Alex Chun called the film 'nothing more than a disjointed series of scenes and references cobbled together as a backdrop for sophomoric humor.' This suggests that the perpetrators or filmmakers were thinking of creating a film with disorganized scenes and jokes that are considered immature by reviewer Alex Chun."
film,epically unfunny,"Ronnie Scheib of Variety called the film 'epically unfunny.' This implies that the concept or idea behind creating this movie was not intended to be humorous on a grand scale, according to Ronnie Scheib's review."
film,unlikely to join the list of blockbusters it lampoons,"Ronnie Scheib of Variety also stated that this movie 'is unlikely to join the list of blockbusters it lampoons.' This suggests that the filmmakers' intention was to spoof or satirize popular blockbuster films, but according to Ronnie Scheib's opinion, it is not expected to be as successful or influential as those movies."
film,disjointed series of scenes and references,"Alex Chun of the Los Angeles Times described the film as 'nothing more than a disjointed series of scenes and references cobbled together as a backdrop for sophomoric humor.' This indicates that the movie's creators may have intended to include scattered scenes and allusions, possibly as a parody or homage to other films."
epic movie,tapeworm,The Chicago Reader described Epic Movie as being 'the cinematic equivalent of a tapeworm'.
epic movie,epic catastrophe,John Patterson wrote in his review for The Guardian that 'Epic Movie is an epic catastrophe'.
epic movie,artistic failure of epic proportions,John Patterson also wrote in his review for The Guardian that 'Epic Movie is an artistic failure of epic proportions'.
epic movie,emetic piece of insufferable crap,The film was described as 'An Emetic Piece of Insufferable Crap'
penn,stoop so low,The Times expressed surprise that 'Penn would stoop so low'.
epic movie,worst remake or rip-off,"At the 28th Golden Raspberry Awards ceremony, Epic Movie was nominated for 'Worst Remake or Rip-off'."
carmen electra,worst supporting actress,"At the 28th Golden Raspberry Awards ceremony, Carmen Electra was nominated for 'Worst Supporting Actress' for her role in Epic Movie."
