node_1,node_2,edge
bison,gen,"Gen is attacked by Shadaloo troops, and Balrog blows up his house."
chun-li,guards,"After Bison and Balrog leave the house, Chun-Li beats up the guards and escapes, during which she is shot in the arm while trying to protect a child."
chun-li,angered thai locals,Angered Thai locals then attack Bison's henchmen.
maya,nash,"Aided by Maya and her SWAT team, they arrive at the shipping yard and engage in a shootout with Shadaloo forces."
chun-li,bison,"In taking down Bison, Chun-Li charges up a Kikoken and shoots it at him before breaking his neck with her legs during their battle."
gen,balrog,Gen faces off against Balrog in a ship during the engagement of Shadaloo forces.
maya,shadaloo forces,"Aided by Maya and her SWAT team, they arrive at the shipping yard and engage in a shootout with Shadaloo forces."
gen,bison,"After taking down Bison's daughter Rose, Chun-Li and the officers arrive at Bison's headquarters while Gen faces Bison in a separate battle."
rose,bison,Bison flees the scene after taking a Russian-speaking girl named Rose from that ship during the engagement of Shadaloo forces.
chun-li,ryu,Gen shows Chun-Li a newspaper advert for an upcoming Street Fighter tournament in which a fighter named Ryu might be a recruit for their cause.
balrog,characters,"Michael Clarke Duncan, Chris Klein, Taboo, Rick Yune and Neal McDonough were cast as characters Balrog, Charlie Nash, Vega, Gen and M. Bison"
gen,robin shou,Replaced Yune who left the film for unknown reasons.
writers strike,release date,"Because of the ongoing writers strike at the time, the film was released in theatres in the United States on February 27, 2009."
street fighter,direct-to-dvd release,"In Australia, the film did not receive a theatrical release, but a straight-to-DVD release instead on January 14, 2010."
madea goes to jail,box office performance,"Madea Goes to Jail had a disappointing box office performance, grossing $12.8 million worldwide against its $50 million budget."
street fighter: the legend of chun-li,critical response,"Street Fighter: The Legend of Chun-Li received overwhelmingly negative critical response, with a rating of 3% on Rotten Tomatoes and an average score of 17 out of 100 on Metacritic."
madea goes to jail,box office rankings,"On its second weekend, Madea Goes to Jail opened at #9 and performed at #9 on the American DVD sales chart."
street fighter: the legend of chun-li,pre-screening for critics,"Similar to the previous live-action film Street Fighter, Street Fighter: The Legend of Chun-Li was not pre-screened for critics."
madea goes to jail,released format,"Madea Goes to Jail was released on home media in DVD and Blu-ray formats, with a Unrated/PG-13 version included."
street fighter: the legend of chun-li,video game adaptation,"Street Fighter: The Legend of Chun-Li is a perfectly forgettable video game adaptation, according to critical consensus."
street fighter: the legend of chun-li,gone with the wind,"according to Leonard Maltin, Street Fighter: The Legend of Chun-Li seems like a worse movie than Gone with the Wind"
street fighter: the legend of chun-li,four hundred funerals and no sex,"Jae-Claude Van Damme fans couldn't rationalize this pointless and inept action vehicle, which should have been titled Four Hundred Funerals and No Sex"
street fighter: the legend of chun-li,turkey,"according to Leonard Maltin, Street Fighter: The Legend of Chun-Li is a pointless and inept action vehicle that makes its predecessor seem like Gone with the Wind...Hopelessly contrived, with lamely-choreographed fight sequences"
street fighter: the legend of chun-li,overwhelming dislike,"based on 11 reviews, Street Fighter: The Legend of Chun-Li indicates overwhelming dislike"
street fighter: the legend of chun-li,"chris klein's cry of 'bomb! get out, now!'","highlight is Chris Klein's cry of 'Bomb! Get out, now!'"
street fighter: the legend of chun-li,rob nelson (variety),Rob Nelson of Variety wrote that Street Fighter: The Legend of Chun-Li at least gives action fans plenty to ogle besides the titular heroine (Kristin Kreuck)
street fighter: the legend of chun-li,jeannette catsoulis (the new york times),"Jeannette Catsoulis of The New York Times wrote that the film's vivid Bangkok locations are crisp and bright, and Dion Lam's action choreography unusually witty"
street fighter: the legend of chun-li,justin marks' solemn screenplay,"Frank Scheck of The Hollywood Reporter wrote that other than a few reasonably well-staged fight sequences, the proceedings are dull and visually uninspired. Justin Marks' solemn screenplay lacks any trace of wit"
street fighter: the legend of chun-li,dull and visually uninspired,"Frank Scheck of The Hollywood Reporter wrote that fight scenes, while admirable for shaking off the shaky-cam aesthetic of their big-screen brethren, neither inspire"
street fighter: the legend of chun-li,few reasonably well-staged fight sequences,"Rob Nelson of Variety wrote that among the film's more positive reviews, Street Fighter: The Legend of Chun-Li gives action fans plenty to ogle besides the titular heroine (Kristin Kreuck)"
street fighter: the legend of chun-li,more positive reviews,Rob Nelson of Variety wrote that among the film's more positive reviews
admirable fight scenes,fx-laden power punches,"While admirable for shaking off the shaky-cam aesthetic of their big-screen brethren, neither inspire nor find a good balance between martial arts and."
